pdf_report_date,airport,year_month,count
2022-05,BNA,2019-09,40
2022-05,BNA,2019-10,43
2022-05,BNA,2019-11,29
2022-05,BNA,2019-12,31
2023-05,BNA,2020-01,35
2023-05,BNA,2020-02,26
2023-05,BNA,2020-03,22
2023-05,BNA,2020-04,1
2023-05,BNA,2020-05,8
2023-05,BNA,2020-06,9
2023-05,BNA,2020-07,16
2023-05,BNA,2020-08,16
2023-05,BNA,2020-09,14
2023-05,BNA,2020-10,16
2023-05,BNA,2020-11,16
2023-05,BNA,2020-12,10
2023-05,BNA,2021-01,17
2023-05,BNA,2021-02,11
2023-05,BNA,2021-03,5
2023-05,BNA,2021-04,16
2023-05,BNA,2021-05,31
2023-05,BNA,2021-06,34
2023-05,BNA,2021-07,51
2023-05,BNA,2021-08,38
2023-08,BNA,2021-09,42
2024-02,BNA,2021-10,45
2024-02,BNA,2021-11,73
2024-02,BNA,2021-12,52
2024-02,BNA,2022-01,45
2024-02,BNA,2022-02,58
2024-02,BNA,2022-03,78
2024-02,BNA,2022-04,81
2024-02,BNA,2022-05,110
2024-02,BNA,2022-06,110
2024-02,BNA,2022-07,83
2024-02,BNA,2022-08,86
2024-02,BNA,2022-09,100
2024-02,BNA,2022-10,97
2024-02,BNA,2022-11,126
2024-02,BNA,2022-12,107
2024-02,BNA,2023-01,81
2024-02,BNA,2023-02,99
2024-02,BNA,2023-03,103
2024-02,BNA,2023-04,118
2024-02,BNA,2023-05,120
2024-02,BNA,2023-06,105
2024-02,BNA,2023-07,90
2024-02,BNA,2023-08,97
2024-02,BNA,2023-09,128
2024-02,BNA,2023-10,126
2024-02,BNA,2023-11,84
2024-02,BNA,2023-12,87
2024-02,BNA,2024-01,66
2019-02,BOI,2015-01,4
2019-02,BOI,2015-02,6
2019-02,BOI,2015-03,4
2019-02,BOI,2015-04,3
2019-02,BOI,2015-05,2
2019-02,BOI,2015-06,9
2019-02,BOI,2015-07,14
2019-02,BOI,2015-08,9
2019-02,BOI,2015-09,9
2019-02,BOI,2015-10,13
2019-02,BOI,2015-11,5
2019-02,BOI,2015-12,15
2019-12,BOI,2016-01,11
2019-12,BOI,2016-02,11
2019-12,BOI,2016-03,9
2019-12,BOI,2016-04,5
2019-12,BOI,2016-05,14
2019-12,BOI,2016-06,4
2019-12,BOI,2016-07,13
2019-12,BOI,2016-08,14
2019-12,BOI,2016-09,8
2019-12,BOI,2016-10,5
2019-12,BOI,2016-11,11
2019-12,BOI,2016-12,9
2019-12,BOI,2017-01,14
2019-12,BOI,2017-02,15
2019-12,BOI,2017-03,9
2019-12,BOI,2017-04,13
2019-12,BOI,2017-05,4
2019-12,BOI,2017-06,16
2019-12,BOI,2017-07,18
2019-12,BOI,2017-08,8
2019-12,BOI,2017-09,10
2019-12,BOI,2017-10,7
2019-12,BOI,2017-11,12
2019-12,BOI,2017-12,6
2021-06,BOI,2018-01,15
2021-06,BOI,2018-02,6
2021-06,BOI,2018-03,3
2021-06,BOI,2018-04,6
2021-06,BOI,2018-05,6
2021-06,BOI,2018-06,7
2021-06,BOI,2018-07,7
2021-06,BOI,2018-08,9
2021-06,BOI,2018-09,5
2021-06,BOI,2018-10,12
2021-06,BOI,2018-11,6
2021-06,BOI,2018-12,19
2022-05,BOI,2019-01,13
2022-05,BOI,2019-02,5
2022-05,BOI,2019-03,14
2022-05,BOI,2019-04,4
2022-05,BOI,2019-05,13
2022-05,BOI,2019-06,7
2022-05,BOI,2019-07,8
2022-05,BOI,2019-08,15
2022-05,BOI,2019-09,6
2022-05,BOI,2019-10,6
2022-05,BOI,2019-11,3
2022-05,BOI,2019-12,13
2023-05,BOI,2020-01,10
2023-05,BOI,2020-02,6
2023-05,BOI,2020-03,4
2023-05,BOI,2020-04,1
2023-05,BOI,2020-05,2
2023-05,BOI,2020-06,6
2023-05,BOI,2020-07,2
2023-05,BOI,2020-08,2
2023-05,BOI,2020-09,2
2023-05,BOI,2020-10,4
2023-05,BOI,2020-11,9
2023-05,BOI,2020-12,6
2023-05,BOI,2021-01,5
2023-05,BOI,2021-02,2
2023-05,BOI,2021-03,3
2023-05,BOI,2021-04,3
2023-05,BOI,2021-05,11
2023-05,BOI,2021-06,13
2023-05,BOI,2021-07,5
2023-05,BOI,2021-08,19
2023-08,BOI,2021-09,12
2024-02,BOI,2021-10,12
2024-02,BOI,2021-11,16
2024-02,BOI,2021-12,22
2024-02,BOI,2022-01,11
2024-02,BOI,2022-02,22
2024-02,BOI,2022-03,27
2024-02,BOI,2022-04,21
2024-02,BOI,2022-05,25
2024-02,BOI,2022-06,25
2024-02,BOI,2022-07,17
2024-02,BOI,2022-08,26
2024-02,BOI,2022-09,22
2024-02,BOI,2022-10,33
2024-02,BOI,2022-11,30
2024-02,BOI,2022-12,39
2024-02,BOI,2023-01,38
2024-02,BOI,2023-02,24
2024-02,BOI,2023-03,28
2024-02,BOI,2023-04,16
2024-02,BOI,2023-05,25
2024-02,BOI,2023-06,22
2024-02,BOI,2023-07,18
2024-02,BOI,2023-08,30
2024-02,BOI,2023-09,28
2024-02,BOI,2023-10,27
2024-02,BOI,2023-11,26
2024-02,BOI,2023-12,29
2024-02,BOI,2024-01,26
2019-02,BOS,2015-01,58
2019-02,BOS,2015-02,55
2019-02,BOS,2015-03,69
2019-02,BOS,2015-04,50
2019-02,BOS,2015-05,82
2019-02,BOS,2015-06,97
2019-02,BOS,2015-07,101
2019-02,BOS,2015-08,114
2019-02,BOS,2015-09,97
2019-02,BOS,2015-10,119
2019-02,BOS,2015-11,77
2019-02,BOS,2015-12,93
2019-12,BOS,2016-01,72
2019-12,BOS,2016-02,66
2019-12,BOS,2016-03,115
2019-12,BOS,2016-04,108
2019-12,BOS,2016-05,110
2019-12,BOS,2016-06,99
2019-12,BOS,2016-07,106
2019-12,BOS,2016-08,130
2019-12,BOS,2016-09,116
2019-12,BOS,2016-10,129
2019-12,BOS,2016-11,120
2019-12,BOS,2016-12,113
2019-12,BOS,2017-01,94
2019-12,BOS,2017-02,84
2019-12,BOS,2017-03,89
2019-12,BOS,2017-04,75
2019-12,BOS,2017-05,109
2019-12,BOS,2017-06,138
2019-12,BOS,2017-07,128
2019-12,BOS,2017-08,131
2019-12,BOS,2017-09,104
2019-12,BOS,2017-10,154
2019-12,BOS,2017-11,106
2019-12,BOS,2017-12,105
2021-06,BOS,2018-01,89
2021-06,BOS,2018-02,89
2021-06,BOS,2018-03,71
2021-06,BOS,2018-04,126
2021-06,BOS,2018-05,114
2021-06,BOS,2018-06,128
2021-06,BOS,2018-07,119
2021-06,BOS,2018-08,136
2021-06,BOS,2018-09,105
2021-06,BOS,2018-10,135
2021-06,BOS,2018-11,93
2021-06,BOS,2018-12,104
2022-05,BOS,2019-01,69
2022-05,BOS,2019-02,64
2022-05,BOS,2019-03,84
2022-05,BOS,2019-04,76
2022-05,BOS,2019-05,88
2022-05,BOS,2019-06,110
2022-05,BOS,2019-07,116
2022-05,BOS,2019-08,104
2022-05,BOS,2019-09,124
2022-05,BOS,2019-10,126
2022-05,BOS,2019-11,96
2022-05,BOS,2019-12,114
2023-05,BOS,2020-01,77
2023-05,BOS,2020-02,76
2023-05,BOS,2020-03,34
2023-05,BOS,2020-04,6
2023-05,BOS,2020-05,7
2023-05,BOS,2020-06,14
2023-05,BOS,2020-07,27
2023-05,BOS,2020-08,23
2023-05,BOS,2020-09,28
2023-05,BOS,2020-10,27
2023-05,BOS,2020-11,22
2023-05,BOS,2020-12,30
2023-05,BOS,2021-01,22
2023-05,BOS,2021-02,7
2023-05,BOS,2021-03,29
2023-05,BOS,2021-04,31
2023-05,BOS,2021-05,56
2023-05,BOS,2021-06,82
2023-05,BOS,2021-07,106
2023-05,BOS,2021-08,156
2023-08,BOS,2021-09,137
2024-02,BOS,2021-10,157
2024-02,BOS,2021-11,205
2024-02,BOS,2021-12,188
2024-02,BOS,2022-01,158
2024-02,BOS,2022-02,156
2024-02,BOS,2022-03,252
2024-02,BOS,2022-04,274
2024-02,BOS,2022-05,297
2024-02,BOS,2022-06,284
2024-02,BOS,2022-07,295
2024-02,BOS,2022-08,308
2024-02,BOS,2022-09,332
2024-02,BOS,2022-10,359
2024-02,BOS,2022-11,337
2024-02,BOS,2022-12,340
2024-02,BOS,2023-01,263
2024-02,BOS,2023-02,283
2024-02,BOS,2023-03,282
2024-02,BOS,2023-04,306
2024-02,BOS,2023-05,253
2024-02,BOS,2023-06,274
2024-02,BOS,2023-07,262
2024-02,BOS,2023-08,261
2024-02,BOS,2023-09,303
2024-02,BOS,2023-10,358
2024-02,BOS,2023-11,245
2024-02,BOS,2023-12,244
2024-02,BOS,2024-01,232
2019-02,BPT,2015-01,0
2019-02,BPT,2015-02,0
2019-02,BPT,2015-03,0
2019-02,BPT,2015-04,0
2019-02,BPT,2015-05,1
2019-02,BPT,2015-06,0
2019-02,BPT,2015-07,0
2019-02,BPT,2015-08,1
2019-02,BPT,2015-09,0
2019-02,BPT,2015-10,1
2019-02,BPT,2015-11,2
2019-02,BPT,2015-12,0
2019-12,BPT,2016-01,1
2019-12,BPT,2016-02,0
2019-12,BPT,2016-03,0
2019-12,BPT,2016-04,0
2019-12,BPT,2016-05,0
2019-12,BPT,2016-06,1
2019-12,BPT,2016-07,0
2019-12,BPT,2016-08,0
2019-12,BPT,2016-09,1
2019-12,BPT,2016-10,1
2019-12,BPT,2016-11,0
2019-12,BPT,2016-12,0
2019-12,BPT,2017-01,0
2019-12,BPT,2017-02,0
2019-12,BPT,2017-03,1
2019-12,BPT,2017-04,1
2019-12,BPT,2017-05,0
2019-12,BPT,2017-06,0
2019-12,BPT,2017-07,0
2019-12,BPT,2017-08,1
2019-12,BPT,2017-09,0
2019-12,BPT,2017-10,1
2019-12,BPT,2017-11,0
2019-12,BPT,2017-12,0
2021-06,BPT,2018-01,0
2021-06,BPT,2018-02,0
2021-06,BPT,2018-03,0
2021-06,BPT,2018-04,0
2021-06,BPT,2018-05,0
2021-06,BPT,2018-06,0
2021-06,BPT,2018-07,1
2021-06,BPT,2018-08,2
2021-06,BPT,2018-09,0
2021-06,BPT,2018-10,1
2021-06,BPT,2018-11,1
2021-06,BPT,2018-12,2
2022-05,BPT,2019-01,0
2022-05,BPT,2019-02,0
2022-05,BPT,2019-03,0
2022-05,BPT,2019-04,0
2022-05,BPT,2019-05,1
2022-05,BPT,2019-06,1
2022-05,BPT,2019-07,0
2022-05,BPT,2019-08,0
2022-05,BPT,2019-09,0
2022-05,BPT,2019-10,0
2022-05,BPT,2019-11,1
2022-05,BPT,2019-12,0
2023-05,BPT,2020-01,0
2023-05,BPT,2020-02,2
2023-05,BPT,2020-03,0
2023-05,BPT,2020-04,0
2023-05,BPT,2020-05,0
2023-05,BPT,2020-06,0
2023-05,BPT,2020-07,0
2023-05,BPT,2020-08,0
2023-05,BPT,2020-09,0
2023-05,BPT,2020-10,0
2023-05,BPT,2020-11,1
2023-05,BPT,2020-12,1
2023-05,BPT,2021-01,0
2023-05,BPT,2021-02,0
2023-05,BPT,2021-03,1
2023-05,BPT,2021-04,0
2023-05,BPT,2021-05,0
2023-05,BPT,2021-06,1
2023-05,BPT,2021-07,0
2023-05,BPT,2021-08,0
2024-02,BPT,2021-10,0
2024-02,BPT,2021-11,0
2024-02,BPT,2021-12,1
2024-02,BPT,2022-01,0
2024-02,BPT,2022-02,0
2024-02,BPT,2022-03,0
2024-02,BPT,2022-04,2
2024-02,BPT,2022-05,1
2024-02,BPT,2022-06,0
2024-02,BPT,2022-07,0
2024-02,BPT,2022-08,1
2024-02,BPT,2022-09,0
2024-02,BPT,2022-10,0
2024-02,BPT,2022-11,0
2024-02,BPT,2022-12,2
2024-02,BPT,2023-01,0
2024-02,BPT,2023-02,1
2024-02,BPT,2023-03,1
2024-02,BPT,2023-04,2
2024-02,BPT,2023-05,0
2024-02,BPT,2023-06,1
2024-02,BPT,2023-07,1
2024-02,BPT,2023-08,2
2024-02,BPT,2023-09,2
2024-02,BPT,2023-10,0
2024-02,BPT,2023-11,1
2024-02,BPT,2023-12,0
2024-02,BPT,2024-01,1
2019-02,BQK,2015-01,1
2019-02,BQK,2015-02,1
2019-02,BQK,2015-03,0
2019-02,BQK,2015-04,1
2019-02,BQK,2015-05,1
2019-02,BQK,2015-06,0
2019-02,BQK,2015-07,2
2019-02,BQK,2015-08,0
2019-02,BQK,2015-09,1
2019-02,BQK,2015-10,5
2019-02,BQK,2015-11,0
2019-02,BQK,2015-12,2
2019-12,BQK,2016-01,0
2019-12,BQK,2016-02,4
2019-12,BQK,2016-03,4
2019-12,BQK,2016-04,0
2019-12,BQK,2016-05,0
2019-12,BQK,2016-06,0
2019-12,BQK,2016-07,2
2019-12,BQK,2016-08,0
2019-12,BQK,2016-09,0
2019-12,BQK,2016-10,0
2019-12,BQK,2016-11,0
2019-12,BQK,2016-12,1
2019-12,BQK,2017-01,4
2019-12,BQK,2017-02,1
2019-12,BQK,2017-03,0
2019-12,BQK,2017-04,3
2019-12,BQK,2017-05,0
2019-12,BQK,2017-06,1
2019-12,BQK,2017-07,0
2019-12,BQK,2017-08,2
2019-12,BQK,2017-09,3
2019-12,BQK,2017-10,2
2019-12,BQK,2017-11,2
2019-12,BQK,2017-12,2
2021-06,BQK,2018-01,4
2021-06,BQK,2018-02,2
2021-06,BQK,2018-03,1
2021-06,BQK,2018-04,1
2021-06,BQK,2018-05,2
2021-06,BQK,2018-06,3
2021-06,BQK,2018-07,3
2021-06,BQK,2018-08,3
2021-06,BQK,2018-09,2
2021-06,BQK,2018-10,1
2021-06,BQK,2018-11,2
2021-06,BQK,2018-12,1
2022-05,BQK,2019-01,4
2022-05,BQK,2019-02,1
2022-05,BQK,2019-03,4
2022-05,BQK,2019-04,6
2022-05,BQK,2019-05,0
2022-05,BQK,2019-06,5
2022-05,BQK,2019-07,2
2022-05,BQK,2019-08,1
2022-05,BQK,2019-09,1
2022-05,BQK,2019-10,0
2022-05,BQK,2019-11,1
2022-05,BQK,2019-12,0
2023-05,BQK,2020-10,1
2023-05,BQK,2020-11,0
2023-05,BQK,2020-12,2
2023-05,BQK,2021-01,0
2023-05,BQK,2021-02,0
2023-05,BQK,2021-03,1
2023-05,BQK,2021-04,0
2023-05,BQK,2021-05,1
2023-05,BQK,2021-06,0
2023-05,BQK,2021-07,1
2023-05,BQK,2021-08,0
2023-08,BQK,2021-09,1
2024-02,BQK,2021-10,0
2024-02,BQK,2021-11,0
2024-02,BQK,2021-12,1
2024-02,BQK,2022-01,3
2024-02,BQK,2022-02,0
2024-02,BQK,2022-03,2
2024-02,BQK,2022-04,0
2024-02,BQK,2022-05,1
2024-02,BQK,2022-06,0
2024-02,BQK,2022-07,0
2024-02,BQK,2022-08,1
2024-02,BQK,2022-09,0
2024-02,BQK,2022-10,0
2024-02,BQK,2022-11,0
2024-02,BQK,2022-12,1
2024-02,BQK,2023-01,0
2024-02,BQK,2023-02,1
2024-02,BQK,2023-03,0
2024-02,BQK,2023-04,1
2024-02,BQK,2023-05,2
2024-02,BQK,2023-06,0
2024-02,BQK,2023-07,1
2024-02,BQK,2023-08,1
2024-02,BQK,2023-09,1
2024-02,BQK,2023-10,0
2024-02,BQK,2023-11,0
2024-02,BQK,2023-12,2
2024-02,BQK,2024-01,1
2019-02,BQN,2015-01,2
2019-02,BQN,2015-02,1
2019-02,BQN,2015-03,3
2019-02,BQN,2015-04,6
2019-02,BQN,2015-05,1
2019-02,BQN,2015-06,4
2019-02,BQN,2015-07,1
2019-02,BQN,2015-08,2
2019-02,BQN,2015-09,2
2019-02,BQN,2015-10,4
2019-02,BQN,2015-11,0
2019-02,BQN,2015-12,0
2019-12,BQN,2016-01,1
2019-12,BQN,2016-02,0
2019-12,BQN,2016-03,2
2019-12,BQN,2016-04,1
2019-12,BQN,2016-05,3
2019-12,BQN,2016-06,1
2019-12,BQN,2016-07,2
2019-12,BQN,2016-08,4
2019-12,BQN,2016-09,2
2019-12,BQN,2016-10,2
2019-12,BQN,2016-11,3
2019-12,BQN,2016-12,2
2019-12,BQN,2017-01,1
2019-12,BQN,2017-02,3
2019-12,BQN,2017-03,0
2019-12,BQN,2017-04,3
2019-12,BQN,2017-05,1
2019-12,BQN,2017-06,2
2019-12,BQN,2017-07,0
2019-12,BQN,2017-08,0
2019-12,BQN,2017-09,2
2019-12,BQN,2017-10,2
2019-12,BQN,2017-11,1
2019-12,BQN,2017-12,0
2021-06,BQN,2018-01,3
2021-06,BQN,2018-02,0
2021-06,BQN,2018-03,2
2021-06,BQN,2018-04,1
2021-06,BQN,2018-05,2
2021-06,BQN,2018-06,3
2021-06,BQN,2018-07,6
2021-06,BQN,2018-08,2
2021-06,BQN,2018-09,0
2021-06,BQN,2018-10,3
2021-06,BQN,2018-11,1
2021-06,BQN,2018-12,6
2022-05,BQN,2019-01,3
2022-05,BQN,2019-02,1
2022-05,BQN,2019-03,1
2022-05,BQN,2019-04,3
2022-05,BQN,2019-05,4
2022-05,BQN,2019-06,5
2022-05,BQN,2019-07,1
2022-05,BQN,2019-08,3
2022-05,BQN,2019-09,4
2022-05,BQN,2019-10,3
2022-05,BQN,2019-11,1
2022-05,BQN,2019-12,1
2023-05,BQN,2020-01,2
2023-05,BQN,2020-02,0
2023-05,BQN,2020-03,3
2023-05,BQN,2020-04,0
2023-05,BQN,2020-05,0
2023-05,BQN,2020-06,0
2023-05,BQN,2020-07,0
2023-05,BQN,2020-08,0
2023-05,BQN,2020-09,0
2023-05,BQN,2020-10,0
2023-05,BQN,2020-11,0
2023-05,BQN,2020-12,0
2023-05,BQN,2021-01,0
2023-05,BQN,2021-02,0
2023-05,BQN,2021-03,0
2023-05,BQN,2021-04,1
2023-05,BQN,2021-05,2
2023-05,BQN,2021-06,2
2023-05,BQN,2021-07,0
2023-05,BQN,2021-08,2
2024-02,BQN,2021-10,0
2024-02,BQN,2021-11,3
2024-02,BQN,2021-12,1
2024-02,BQN,2022-01,0
2024-02,BQN,2022-02,0
2024-02,BQN,2022-03,3
2024-02,BQN,2022-04,0
2024-02,BQN,2022-05,3
2024-02,BQN,2022-06,1
2024-02,BQN,2022-07,0
2024-02,BQN,2022-08,1
2024-02,BQN,2022-09,4
2024-02,BQN,2022-10,1
2024-02,BQN,2022-11,0
2024-02,BQN,2022-12,2
2024-02,BQN,2023-01,2
2024-02,BQN,2023-02,0
2024-02,BQN,2023-03,2
2024-02,BQN,2023-04,2
2024-02,BQN,2023-05,1
2024-02,BQN,2023-06,2
2024-02,BQN,2023-07,5
2024-02,BQN,2023-08,3
2024-02,BQN,2023-09,5
2024-02,BQN,2023-10,3
2024-02,BQN,2023-11,1
2024-02,BQN,2023-12,1
2024-02,BQN,2024-01,0
2019-02,BRD,2015-01,0
2019-02,BRD,2015-02,0
2019-02,BRD,2015-03,0
2019-02,BRD,2015-04,0
2019-02,BRD,2015-05,0
2019-02,BRD,2015-06,0
2019-02,BRD,2015-07,1
2019-02,BRD,2015-08,2
2019-02,BRD,2015-09,1
2019-02,BRD,2015-10,0
2019-02,BRD,2015-11,0
2019-02,BRD,2015-12,0
2019-12,BRD,2016-01,0
2019-12,BRD,2016-02,1
2019-12,BRD,2016-03,1
2019-12,BRD,2016-04,0
2019-12,BRD,2016-05,0
2019-12,BRD,2016-06,1
2019-12,BRD,2016-07,0
2019-12,BRD,2016-08,0
2019-12,BRD,2016-09,1
2019-12,BRD,2016-10,0
2019-12,BRD,2016-11,0
2019-12,BRD,2016-12,0
2019-12,BRD,2017-01,0
2019-12,BRD,2017-02,0
2019-12,BRD,2017-03,0
2019-12,BRD,2017-04,0
2019-12,BRD,2017-05,1
2019-12,BRD,2017-06,0
2019-12,BRD,2017-07,1
2019-12,BRD,2017-08,2
2019-12,BRD,2017-09,3
2019-12,BRD,2017-10,0
2019-12,BRD,2017-11,1
2019-12,BRD,2017-12,0
2021-06,BRD,2018-01,0
2021-06,BRD,2018-02,1
2021-06,BRD,2018-03,0
2021-06,BRD,2018-04,0
2021-06,BRD,2018-05,1
2021-06,BRD,2018-06,0
2021-06,BRD,2018-07,0
2021-06,BRD,2018-08,0
2021-06,BRD,2018-09,0
2021-06,BRD,2018-10,3
2021-06,BRD,2018-11,2
2021-06,BRD,2018-12,2
2022-05,BRD,2019-01,0
2022-05,BRD,2019-02,0
2022-05,BRD,2019-03,1
2022-05,BRD,2019-04,0
2022-05,BRD,2019-05,0
2022-05,BRD,2019-06,0
2022-05,BRD,2019-07,0
2022-05,BRD,2019-08,1
2022-05,BRD,2019-09,0
2022-05,BRD,2019-10,1
2022-05,BRD,2019-11,0
2022-05,BRD,2019-12,2
2023-05,BRD,2020-01,1
2023-05,BRD,2020-02,0
2023-05,BRD,2020-03,0
2023-05,BRD,2020-04,0
2023-05,BRD,2020-05,0
2023-05,BRD,2020-06,0
2023-05,BRD,2020-07,0
2023-05,BRD,2020-08,1
2023-05,BRD,2020-09,1
2023-05,BRD,2020-10,0
2023-05,BRD,2020-11,0
2023-05,BRD,2020-12,0
2023-05,BRD,2021-01,0
2023-05,BRD,2021-02,0
2023-05,BRD,2021-03,1
2023-05,BRD,2021-04,2
2023-05,BRD,2021-05,0
2023-05,BRD,2021-06,0
2023-05,BRD,2021-07,1
2023-05,BRD,2021-08,1
2023-08,BRD,2021-09,1
2024-02,BRD,2021-10,0
2024-02,BRD,2021-11,0
2024-02,BRD,2021-12,1
2024-02,BRD,2022-01,0
2024-02,BRD,2022-02,1
2024-02,BRD,2022-03,0
2024-02,BRD,2022-04,0
2024-02,BRD,2022-05,0
2024-02,BRD,2022-06,0
2024-02,BRD,2022-07,0
2024-02,BRD,2022-08,0
2024-02,BRD,2022-09,1
2024-02,BRD,2022-10,1
2024-02,BRD,2022-11,1
2024-02,BRD,2022-12,0
2024-02,BRD,2023-01,0
2024-02,BRD,2023-02,0
2024-02,BRD,2023-03,0
2024-02,BRD,2023-04,0
2024-02,BRD,2023-05,0
2024-02,BRD,2023-06,0
2024-02,BRD,2023-07,1
2024-02,BRD,2023-08,1
2024-02,BRD,2023-09,0
2024-02,BRD,2023-10,0
2024-02,BRD,2023-11,0
2024-02,BRD,2023-12,1
2024-02,BRD,2024-01,0
2019-02,BRL,2015-10,0
2019-02,BRL,2015-11,0
2019-02,BRL,2015-12,0
2019-12,BRL,2016-01,0
2019-12,BRL,2016-02,0
2019-12,BRL,2016-03,0
2019-12,BRL,2016-04,0
2019-12,BRL,2016-05,0
2019-12,BRL,2016-06,0
2019-12,BRL,2016-07,1
2019-12,BRL,2016-08,0
2019-12,BRL,2016-09,0
2019-12,BRL,2017-10,0
2019-12,BRL,2017-11,0
2019-12,BRL,2017-12,1
2021-06,BRL,2018-10,0
2021-06,BRL,2018-11,0
2021-06,BRL,2018-12,0
2022-05,BRL,2019-01,0
2022-05,BRL,2019-02,1
2022-05,BRL,2019-03,0
2022-05,BRL,2019-04,0
2022-05,BRL,2019-05,0
2022-05,BRL,2019-06,0
2022-05,BRL,2019-07,1
2022-05,BRL,2019-08,0
2022-05,BRL,2019-09,0
2022-05,BRL,2019-10,0
2022-05,BRL,2019-11,0
2022-05,BRL,2019-12,1
2024-02,BRL,2021-10,0
2024-02,BRL,2021-11,0
2024-02,BRL,2021-12,0
2024-02,BRL,2022-01,0
2024-02,BRL,2022-02,0
2024-02,BRL,2022-03,1
2024-02,BRL,2022-04,0
2024-02,BRL,2022-05,0
2024-02,BRL,2022-06,0
2024-02,BRL,2022-07,0
2024-02,BRL,2022-08,0
2024-02,BRL,2022-09,0
2019-02,BRO,2015-01,0
2019-02,BRO,2015-02,0
2019-02,BRO,2015-03,0
2019-02,BRO,2015-04,0
2019-02,BRO,2015-05,0
2019-02,BRO,2015-06,1
2019-02,BRO,2015-07,3
2019-02,BRO,2015-08,0
2019-02,BRO,2015-09,0
2019-02,BRO,2015-10,1
2019-02,BRO,2015-11,0
2019-02,BRO,2015-12,0
2019-12,BRO,2016-01,0
2019-12,BRO,2016-02,0
2019-12,BRO,2016-03,2
2019-12,BRO,2016-04,1
2019-12,BRO,2016-05,0
2019-12,BRO,2016-06,1
2019-12,BRO,2016-07,1
2019-12,BRO,2016-08,1
2019-12,BRO,2016-09,0
2019-12,BRO,2016-10,1
2019-12,BRO,2016-11,0
2019-12,BRO,2016-12,0
2019-12,BRO,2017-01,0
2019-12,BRO,2017-02,1
2019-12,BRO,2017-03,0
2019-12,BRO,2017-04,0
2019-12,BRO,2017-05,2
2019-12,BRO,2017-06,1
2019-12,BRO,2017-07,2
2019-12,BRO,2017-08,1
2019-12,BRO,2017-09,1
2019-12,BRO,2017-10,1
2019-12,BRO,2017-11,0
2019-12,BRO,2017-12,0
2021-06,BRO,2018-01,0
2021-06,BRO,2018-02,1
2021-06,BRO,2018-03,0
2021-06,BRO,2018-04,0
2021-06,BRO,2018-05,0
2021-06,BRO,2018-06,0
2021-06,BRO,2018-07,1
2021-06,BRO,2018-08,0
2021-06,BRO,2018-09,0
2021-06,BRO,2018-10,1
2021-06,BRO,2018-11,0
2021-06,BRO,2018-12,0
2022-05,BRO,2019-01,2
2022-05,BRO,2019-02,0
2022-05,BRO,2019-03,2
2022-05,BRO,2019-04,2
2022-05,BRO,2019-05,0
2022-05,BRO,2019-06,1
2022-05,BRO,2019-07,0
2022-05,BRO,2019-08,0
2022-05,BRO,2019-09,1
2022-05,BRO,2019-10,1
2022-05,BRO,2019-11,0
2022-05,BRO,2019-12,0
2023-05,BRO,2020-01,0
2023-05,BRO,2020-02,0
2023-05,BRO,2020-03,0
2023-05,BRO,2020-04,0
2023-05,BRO,2020-05,0
2023-05,BRO,2020-06,1
2023-05,BRO,2020-07,0
2023-05,BRO,2020-08,0
2023-05,BRO,2020-09,0
2023-05,BRO,2020-10,0
2023-05,BRO,2020-11,0
2023-05,BRO,2020-12,0
2023-05,BRO,2021-01,0
2023-05,BRO,2021-02,0
2023-05,BRO,2021-03,0
2023-05,BRO,2021-04,2
2023-05,BRO,2021-05,0
2023-05,BRO,2021-06,0
2023-05,BRO,2021-07,0
2023-05,BRO,2021-08,1
2024-02,BRO,2021-10,1
2024-02,BRO,2021-11,1
2024-02,BRO,2021-12,1
2024-02,BRO,2022-01,2
2024-02,BRO,2022-02,1
2024-02,BRO,2022-03,2
2024-02,BRO,2022-04,0
2024-02,BRO,2022-05,2
2024-02,BRO,2022-06,1
2024-02,BRO,2022-07,1
2024-02,BRO,2022-08,0
2024-02,BRO,2022-09,0
2024-02,BRO,2022-10,0
2024-02,BRO,2022-11,0
2024-02,BRO,2022-12,0
2024-02,BRO,2023-01,0
2024-02,BRO,2023-02,4
2024-02,BRO,2023-03,2
2024-02,BRO,2023-04,0
2024-02,BRO,2023-05,1
2024-02,BRO,2023-06,1
2024-02,BRO,2023-07,2
2024-02,BRO,2023-08,4
2024-02,BRO,2023-09,4
2024-02,BRO,2023-10,1
2024-02,BRO,2023-11,0
2024-02,BRO,2023-12,5
2024-02,BRO,2024-01,0
2019-02,BRW,2015-01,0
2019-02,BRW,2015-02,0
2019-02,BRW,2015-03,0
2019-02,BRW,2015-04,1
2019-02,BRW,2015-05,0
2019-02,BRW,2015-06,2
2019-02,BRW,2015-07,2
2019-02,BRW,2015-08,0
2019-02,BRW,2015-09,0
2019-02,BRW,2015-10,1
2019-02,BRW,2015-11,0
2019-02,BRW,2015-12,0
2019-12,BRW,2016-10,0
2019-12,BRW,2016-11,0
2019-12,BRW,2016-12,0
2019-12,BRW,2017-01,2
2019-12,BRW,2017-02,1
2019-12,BRW,2017-03,1
2019-12,BRW,2017-04,1
2019-12,BRW,2017-05,0
2019-12,BRW,2017-06,0
2019-12,BRW,2017-07,0
2019-12,BRW,2017-08,0
2019-12,BRW,2017-09,0
2019-12,BRW,2017-10,0
2019-12,BRW,2017-11,0
2019-12,BRW,2017-12,2
